"","borough","neighborhood","building_class_category","tax_class_at_present","block","lot","building_class_at_present","address","apartment_number","zip_code","residential_units","commercial_units","total_units","land_square_feet","gross_square_feet","year_built","tax_class_at_time_of_sale","building_class_at_time_of_sale","sale_price","sale_date"
"20665","statenisland","Tottenville","01 One Family Dwellings","1",8028,80,"A5","15 Eden Court",NA,10307,1,0,1,1744,1440,1996,"1","A5",535000,2023-09-21
"20666","statenisland","Tottenville","01 One Family Dwellings","1",8028,99,"A5","457 Craig Avenue",NA,10307,1,0,1,1250,1260,1996,"1","A5",535000,2023-08-23
"20667","statenisland","Tottenville","01 One Family Dwellings","1",8028,107,"A5","31 Eden Court",NA,10307,1,0,1,1957,1350,1996,"1","A5",539000,2023-09-25
"20668","statenisland","Tottenville","01 One Family Dwellings","1",8031,55,"A1","483 Craig Avenue",NA,10307,1,0,1,4578,1712,1960,"1","A1",765000,2023-05-15
"20669","statenisland","Tottenville","01 One Family Dwellings","1",8032,22,"A1","107 Patten Street",NA,10307,1,0,1,16680,1872,1899,"1","A1",750000,2023-09-12
"20670","statenisland","Tottenville","01 One Family Dwellings","1",8037,22,"A5","27 Parker Street",NA,10307,1,0,1,2675,928,1915,"1","A5",530000,2023-05-23
"20671","statenisland","Tottenville","01 One Family Dwellings","1",8040,20,"A2","261 Brehaut Ave",NA,10307,1,0,1,2650,996,1925,"1","A2",406000,2023-05-31
"20672","statenisland","Tottenville","01 One Family Dwellings","1",8041,7,"S1","7247 Amboy Road",NA,10307,1,1,2,6250,1536,1911,"1","S1",597900,2023-05-15
"20673","statenisland","Tottenville","01 One Family Dwellings","1",8041,10,"A1","7251 Amboy Road",NA,10307,1,0,1,4500,1497,1920,"1","A1",450000,2023-08-21
"20674","statenisland","Tottenville","01 One Family Dwellings","1",8044,70,"A1","238 Wood Avenue",NA,10307,1,0,1,5180,1910,1898,"1","A1",740000,2023-03-23
"20675","statenisland","Tottenville","01 One Family Dwellings","1",8044,82,"A1","260 Wood Avenue",NA,10307,1,0,1,6660,5224,1899,"1","A1",572500,2023-06-23
"20676","statenisland","Tottenville","01 One Family Dwellings","1",8045,57,"A1","312 Craig Avenue",NA,10307,1,0,1,2673,798,1915,"1","A1",428000,2023-11-01
"20677","statenisland","Tottenville","01 One Family Dwellings","1",8047,71,"A1","394 Craig Avenue",NA,10307,1,0,1,4342,1663,1930,"1","A1",782800,2023-10-12
"20678","statenisland","Tottenville","01 One Family Dwellings","1",8048,19,"A1","233 Butler Avenue",NA,10307,1,0,1,2970,988,1920,"1","A1",620000,2023-05-04
"20679","statenisland","Tottenville","02 Two Family Dwellings","1",7786,23,"B2","223 Bedell Avenue",NA,10307,2,0,2,4170,2180,1999,"1","B2",1125000,2023-07-07
"20680","statenisland","Tottenville","02 Two Family Dwellings","1",7800,67,"B1","11 Lulu Court",NA,10307,2,0,2,9996,3400,2000,"1","B1",1475000,2023-06-29
"20681","statenisland","Tottenville","02 Two Family Dwellings","1",7841,123,"B2","35 Nancy Lane",NA,10307,2,0,2,11970,4400,1988,"1","B2",1125000,2023-09-21
"20682","statenisland","Tottenville","02 Two Family Dwellings","1",7859,7,"B2","712 Rockaway Street",NA,10307,2,0,2,3750,3708,2019,"1","B2",999922,2023-05-10
"20683","statenisland","Tottenville","02 Two Family Dwellings","1",7861,28,"B2","382 Loretto Street",NA,10307,2,0,2,4062,2700,1993,"1","B2",830000,2023-07-06
"20684","statenisland","Tottenville","02 Two Family Dwellings","1",7862,29,"B2","660 Rockaway Street",NA,10307,2,0,2,3750,2103,2006,"1","B2",1130000,2023-10-16
"20685","statenisland","Tottenville","02 Two Family Dwellings","1",7864,42,"B2","314 Loretto Street",NA,10307,2,0,2,3750,2075,1999,"1","B2",1090874,2023-02-17
"20686","statenisland","Tottenville","02 Two Family Dwellings","1",7864,75,"B2","551 Rockaway Street",NA,10307,2,0,2,7500,2059,2022,"1","B2",999999,2023-06-20
"20687","statenisland","Tottenville","02 Two Family Dwellings","1",7866,27,"B2","184 Sprague Avenue",NA,10307,2,0,2,3520,2570,2005,"1","B2",825000,2023-06-02
"20688","statenisland","Tottenville","02 Two Family Dwellings","1",7868,28,"B9","7302 Amboy Road",NA,10307,2,0,2,2450,1195,2005,"1","B9",560038,2023-05-23
"20689","statenisland","Tottenville","02 Two Family Dwellings","1",7881,52,"B2","457 Brighton Street",NA,10307,2,0,2,4375,2184,1996,"1","B2",880000,2023-08-23
"20690","statenisland","Tottenville","02 Two Family Dwellings","1",7883,68,"B2","379 Manhattan Street",NA,10307,2,0,2,5000,2302,1995,"1","B2",1115000,2023-10-16
"20691","statenisland","Tottenville","02 Two Family Dwellings","1",7884,94,"B2","564 Clermont Avenue",NA,10307,2,0,2,5000,3160,1992,"1","B2",955000,2023-11-03
"20692","statenisland","Tottenville","02 Two Family Dwellings","1",7887,66,"B2","309 Brighton Street",NA,10307,2,0,2,5000,2226,1985,"1","B2",849900,2023-05-12
"20693","statenisland","Tottenville","02 Two Family Dwellings","1",7891,61,"B2","217 Brighton Street",NA,10307,2,0,2,6250,2538,1988,"1","B2",950000,2023-09-11
"20694","statenisland","Tottenville","02 Two Family Dwellings","1",7900,75,"B2","63 Chelsea Street",NA,10307,2,0,2,3589,2420,1910,"1","B2",712500,2023-10-23
"20695","statenisland","Tottenville","02 Two Family Dwellings","1",7900,92,"B2","29 Chelsea Street",NA,10307,2,0,2,4900,3212,2004,"1","B2",1165000,2023-04-18
"20696","statenisland","Tottenville","02 Two Family Dwellings","1",7906,35,"B2","588 Main Street",NA,10307,2,0,2,2375,1600,1994,"1","B2",760000,2023-06-28
"20697","statenisland","Tottenville","02 Two Family Dwellings","1",7909,1,"B2","207 Swinnerton Street",NA,10307,2,0,2,5460,2736,2001,"1","B2",1305000,2023-02-15
"20698","statenisland","Tottenville","02 Two Family Dwellings","1",7909,71,"B2","247 Swinnerton Street",NA,10307,2,0,2,5070,2736,2001,"1","B2",1260000,2023-06-28
"20699","statenisland","Tottenville","02 Two Family Dwellings","1",7911,24,"B2","176 Chelsea Street",NA,10307,2,0,2,7600,6000,1988,"1","B2",850000,2023-03-24
"20700","statenisland","Tottenville","02 Two Family Dwellings","1",7911,43,"B2","214 Chelsea Street",NA,10307,2,0,2,5400,2700,1988,"1","B2",1275000,2023-06-05
"20701","statenisland","Tottenville","02 Two Family Dwellings","1",7912,86,"B2","119 Swinnerton Street",NA,10307,2,0,2,4875,3220,1988,"1","B2",4e+05,2023-07-14
"20702","statenisland","Tottenville","02 Two Family Dwellings","1",7927,93,"B2","91 Finlay Street",NA,10307,2,0,2,6402,3572,1988,"1","B2",1165000,2023-10-23
"20703","statenisland","Tottenville","02 Two Family Dwellings","1",7941,74,"B2","149 Satterlee Street",NA,10307,2,0,2,6138,1996,1983,"1","B2",950000,2023-06-26
"20704","statenisland","Tottenville","02 Two Family Dwellings","1",7966,68,"B2","44 Satterlee Street",NA,10307,2,0,2,3400,1568,1910,"1","B2",665000,2023-11-17
"20705","statenisland","Tottenville","02 Two Family Dwellings","1",8002,10,"B2","315 Ellis Street",NA,10307,2,0,2,5953,2647,2013,"1","B2",930000,2023-08-30
"20706","statenisland","Tottenville","02 Two Family Dwellings","1",8003,20,"B2","5457 Arthur Kill Road",NA,10307,2,0,2,3000,1200,2003,"1","B2",697149,2023-11-15
"20707","statenisland","Tottenville","02 Two Family Dwellings","1",8017,4,"B2","93 Craig Avenue",NA,10307,2,0,2,3802,3151,2022,"1","B2",992794,2023-09-29
"20708","statenisland","Tottenville","02 Two Family Dwellings","1",8020,185,"B2","26 Lion Street",NA,10307,2,0,2,3800,1800,2001,"1","B2",750000,2023-12-04
"20709","statenisland","Tottenville","02 Two Family Dwellings","1",8021,85,"B2","146 Barnard Avenue",NA,10307,2,0,2,5234,3650,2004,"1","B2",1273000,2023-12-04
"20710","statenisland","Tottenville","02 Two Family Dwellings","1",8026,60,"B2","120 Tyrrell Street",NA,10307,2,0,2,3500,2200,2001,"1","B2",820000,2023-07-07
"20711","statenisland","Tottenville","02 Two Family Dwellings","1",8026,138,"B2","35 Bocce Court",NA,10307,2,0,2,4875,2381,2002,"1","B2",1045000,2023-09-14
"20712","statenisland","Tottenville","02 Two Family Dwellings","1",8034,3,"B2","340 Bethel Avenue",NA,10307,2,0,2,4322,4107,2022,"1","B2",1175000,2023-11-02
"20713","statenisland","Tottenville","02 Two Family Dwellings","1",8034,70,"B2","10 Simon Court",NA,10307,2,0,2,6400,3290,2001,"1","B2",790000,2023-10-02
"20714","statenisland","Tottenville","02 Two Family Dwellings","1",8036,56,"B2","252 Bethel Avenue",NA,10307,2,0,2,4082,2081,2014,"1","B2",1167500,2023-09-29
"20715","statenisland","Tottenville","02 Two Family Dwellings","1",8038,9,"B2","287 Nashville Street",NA,10307,2,0,2,5112,2426,2022,"1","B2",1305000,2023-03-01
"20716","statenisland","Tottenville","02 Two Family Dwellings","1",8038,10,"B2","279 Nashville Street",NA,10307,2,0,2,5042,3071,2022,"1","B2",1344090,2023-12-04
"20717","statenisland","Tottenville","02 Two Family Dwellings","1",8038,17,"B2","273 Nashville Street",NA,10307,2,0,2,4407,2754,2022,"1","B2",1272813,2023-11-29
"20718","statenisland","Tottenville","02 Two Family Dwellings","1",8038,36,"B2","112 Lenhart Street",NA,10307,2,0,2,3772,3130,2004,"1","B2",988888,2023-05-09
"20719","statenisland","Tottenville","02 Two Family Dwellings","1",8045,27,"B2","233 Yetman Avenue",NA,10307,2,0,2,6731,4131,2005,"1","B2",995000,2023-09-07
"20720","statenisland","Tottenville","03 Three Family Dwellings","1",7997,61,"C0","5315 Arthur Kill Road",NA,10307,3,0,3,6760,1964,1910,"1","C0",730000,2023-11-28
"20721","statenisland","Tottenville","03 Three Family Dwellings","1",8031,57,"C0","489 Craig Avenue",NA,10307,3,0,3,5616,2610,1901,"1","C0",715000,2023-11-07
"20722","statenisland","Tottenville","21 Office Buildings","4",8026,36,"O8","111 Main Street",NA,10307,1,1,2,4515,1452,1939,"4","O8",7e+05,2024-01-11
"20723","statenisland","Tottenville","22 Store Buildings","4",8047,1,"K4","7481 Amboy Road",NA,10307,1,2,3,8349,3289,1915,"4","K4",950000,2023-07-14
"20724","statenisland","Tottenville","36 Outdoor Recreational Facilities","4",7998,88,"Q8","201 Ellis Street",NA,10307,0,2,2,55060,1440,1931,"4","Q8",5500000,2023-11-16
"20725","statenisland","Travis","01 One Family Dwellings","1",2610,108,"A5","129 Ridgeway Avenue",NA,10314,1,0,1,1512,1202,2004,"1","A5",548000,2023-05-16
"20726","statenisland","Travis","01 One Family Dwellings","1",2610,110,"A5","125 Ridgeway Avenue",NA,10314,1,0,1,1512,1202,2004,"1","A5",580000,2023-05-04
"20727","statenisland","Travis","01 One Family Dwellings","1",2610,114,"A5","117 Ridgeway Avenue",NA,10314,1,0,1,1512,1202,2004,"1","A5",595000,2023-11-13
"20728","statenisland","Travis","01 One Family Dwellings","1",2610,141,"A5","53 Ridgeway Avenue",NA,10314,1,0,1,1871,1308,2004,"1","A5",620000,2023-06-02
"20729","statenisland","Travis","01 One Family Dwellings","1",2610,291,"A2","105 Riche Avenue",NA,10314,1,0,1,5000,1196,1955,"1","A2",580000,2023-02-27
"20730","statenisland","Travis","01 One Family Dwellings","1",2620,161,"A5","27 Simmons Lane",NA,10314,1,0,1,2880,1240,2004,"1","A5",290000,2023-08-18
"20731","statenisland","Travis","01 One Family Dwellings","1",2620,323,"A5","79 Simmons Lane",NA,10314,1,0,1,1148,1480,1990,"1","A5",319410,2023-06-21
"20732","statenisland","Travis","01 One Family Dwellings","1",2620,339,"A5","10 Simmons Lane",NA,10314,1,0,1,1078,1480,1989,"1","A5",380500,2023-08-17
"20733","statenisland","Travis","01 One Family Dwellings","1",2620,340,"A5","12 Simmons Lane",NA,10314,1,0,1,1078,1480,1990,"1","A5",465000,2023-02-03
"20734","statenisland","Travis","01 One Family Dwellings","1",2620,358,"A5","23 Simmons Loop",NA,10314,1,0,1,1792,1240,1989,"1","A5",407500,2023-10-17
"20735","statenisland","Travis","01 One Family Dwellings","1",2625,150,"A5","10 Temple Court",NA,10314,1,0,1,767,1348,1989,"1","A5",335000,2023-02-21
"20736","statenisland","Travis","01 One Family Dwellings","1",2625,150,"A5","10 Temple Court",NA,10314,1,0,1,767,1348,1989,"1","A5",530000,2023-07-27
"20737","statenisland","Travis","01 One Family Dwellings","1",2627,23,"A1","110 Burke Avenue",NA,10314,1,0,1,5000,1785,1901,"1","A1",735000,2023-12-21
"20738","statenisland","Travis","01 One Family Dwellings","1",2627,53,"A5","41 Shelley Avenue",NA,10314,1,0,1,2500,1400,1988,"1","A5",289750,2023-06-02
"20739","statenisland","Travis","01 One Family Dwellings","1",2627,53,"A5","41 Shelley Avenue",NA,10314,1,0,1,2500,1400,1988,"1","A5",450000,2023-06-28
"20740","statenisland","Travis","01 One Family Dwellings","1",2627,53,"A5","41 Shelley Avenue",NA,10314,1,0,1,2500,1400,1988,"1","A5",640000,2023-11-22
"20741","statenisland","Travis","01 One Family Dwellings","1",2634,35,"A1","149 Wild Avenue",NA,10314,1,0,1,5661,1052,1930,"1","A1",480000,2023-05-22
"20742","statenisland","Travis","01 One Family Dwellings","1",2634,49,"A5","185 Melvin Avenue",NA,10314,1,0,1,1430,924,1987,"1","A5",442000,2023-05-26
"20743","statenisland","Travis","01 One Family Dwellings","1",2638,107,"A1","80 Alberta Ave",NA,10314,1,0,1,2500,2000,2013,"1","A1",8e+05,2023-02-06
"20744","statenisland","Travis","01 One Family Dwellings","1",2642,46,"A5","148 Roswell",NA,10314,1,0,1,2500,1536,2001,"1","A5",490000,2023-03-20
"20745","statenisland","Travis","01 One Family Dwellings","1",2771,36,"A1","9 Wild Avenue",NA,10314,1,0,1,2664,1495,2011,"1","A1",770000,2023-11-13
"20746","statenisland","Travis","01 One Family Dwellings","1",2772,38,"A1","N/A Burke Avenue",NA,10305,1,0,1,3325,2196,2022,"1","A1",906243,2023-08-10
"20747","statenisland","Travis","01 One Family Dwellings","1",2772,39,"A1","50 Burke Avenue",NA,10305,1,0,1,3327,2196,2022,"1","A1",854312,2023-10-30
"20748","statenisland","Travis","01 One Family Dwellings","1",2772,40,"A1","7 Burke Avenue",NA,10314,1,0,1,3332,2196,2022,"1","A1",849000,2023-10-26
"20749","statenisland","Travis","01 One Family Dwellings","1",2772,95,"A5","61 Parish Avenue",NA,10314,1,0,1,4342,1260,1965,"1","A5",660000,2023-11-06
"20750","statenisland","Travis","01 One Family Dwellings","1",2774,17,"A5","124 Cannon Avenue",NA,10314,1,0,1,3840,816,1955,"1","A5",630000,2023-12-01
"20751","statenisland","Travis","01 One Family Dwellings","1",2774,102,"A1","27 Prices Lane",NA,10314,1,0,1,4900,1606,1925,"1","A1",8e+05,2023-08-03
"20752","statenisland","Travis","01 One Family Dwellings","1",2783,3,"A1","58 Cannon Avenue",NA,10314,1,0,1,2956,1374,1920,"1","A1",550000,2023-03-15
"20753","statenisland","Travis","02 Two Family Dwellings","1",2770,49,"B2","20 Wild Avenue",NA,10314,2,0,2,9225,1656,1965,"1","B2",867500,2023-09-14
"20754","statenisland","Travis","02 Two Family Dwellings","1",2772,7,"B2","180 Cannon Avenue",NA,10314,2,0,2,6204,2104,1965,"1","B2",760000,2023-04-18
"20755","statenisland","Travis","03 Three Family Dwellings","1",2629,66,"C0","37 Mildred Avenue",NA,10314,3,0,3,4500,1633,1990,"1","C0",837500,2023-09-20
"20756","statenisland","Travis","22 Store Buildings","4",2661,4,"K4","4392 Victory Boulevard",NA,10314,0,2,2,945,1770,2010,"4","K4",455000,2023-08-01
"20757","statenisland","Travis","26 Other Hotels","4",2647,1,"H3","290 Wild Avenue",NA,10314,1,0,1,37300,44182,2007,"4","H3",15350000,2023-12-11
"20758","statenisland","West New Brighton","01 One Family Dwellings","1",69,25,"A1","259 Fillmore Street",NA,10301,1,0,1,2544,2090,1920,"1","A1",575000,2023-08-31
"20759","statenisland","West New Brighton","01 One Family Dwellings","1",73,1,"A1","163 Clinton Avenue",NA,10301,1,0,1,9300,3360,1901,"1","A1",8e+05,2023-09-13
"20760","statenisland","West New Brighton","01 One Family Dwellings","1",73,100,"A1","29 Grace Court",NA,10301,1,0,1,4150,1361,1901,"1","A1",566160,2023-07-12
"20761","statenisland","West New Brighton","01 One Family Dwellings","1",73,136,"A1","139 Henderson Avenue",NA,10301,1,0,1,6200,2730,1901,"1","A1",680000,2023-08-04
"20762","statenisland","West New Brighton","01 One Family Dwellings","1",91,27,"A1","2 Clinton Court",NA,10301,1,0,1,5490,2200,2004,"1","A1",8e+05,2023-08-11
"20763","statenisland","West New Brighton","01 One Family Dwellings","1",91,94,"A1","223 Prospect Avenue",NA,10301,1,0,1,15375,4974,1910,"1","A1",8e+05,2023-06-29
"20764","statenisland","West New Brighton","01 One Family Dwellings","1",91,122,"A2","25 Clinton Court",NA,10301,1,0,1,5720,1820,1960,"1","A2",290000,2023-03-27
"20765","statenisland","West New Brighton","01 One Family Dwellings","1",101,25,"A2","245 Kissel Avenue",NA,10310,1,0,1,8000,1140,1950,"1","A2",620000,2023-07-25
"20766","statenisland","West New Brighton","01 One Family Dwellings","1",101,73,"A1","43 Westbury Avenue",NA,10301,1,0,1,5000,2000,1925,"1","A1",880900,2023-08-01
"20767","statenisland","West New Brighton","01 One Family Dwellings","1",101,179,"A1","5 Lois Place",NA,10301,1,0,1,6755,2460,1950,"1","A1",950000,2023-11-28
"20768","statenisland","West New Brighton","01 One Family Dwellings","1",101,205,"A2","31 Devon Place",NA,10301,1,0,1,8000,1810,1935,"1","A2",798500,2023-08-21
"20769","statenisland","West New Brighton","01 One Family Dwellings","1",101,236,"A2","30 Caldera Place",NA,10301,1,0,1,6000,928,1930,"1","A2",715000,2023-07-25
"20770","statenisland","West New Brighton","01 One Family Dwellings","1",101,432,"A1","14 Conyingham Avenue",NA,10301,1,0,1,6000,2192,1935,"1","A1",760000,2023-02-16
"20771","statenisland","West New Brighton","01 One Family Dwellings","1",101,587,"A1","56 Valencia Avenue",NA,10301,1,0,1,4000,1236,1940,"1","A1",6e+05,2023-10-27
"20772","statenisland","West New Brighton","01 One Family Dwellings","1",101,642,"A1","85 Valencia Avenue",NA,10301,1,0,1,5000,2200,1930,"1","A1",650000,2023-03-24
"20773","statenisland","West New Brighton","01 One Family Dwellings","1",101,809,"A1","5 Penbroke Avenue",NA,10301,1,0,1,6680,2288,1930,"1","A1",870000,2023-05-08
"20774","statenisland","West New Brighton","01 One Family Dwellings","1",124,22,"A1","335 Stanley Avenue",NA,10301,1,0,1,3270,1428,1910,"1","A1",385000,2023-04-21
"20775","statenisland","West New Brighton","01 One Family Dwellings","1",124,24,"A1","337 Stanley Avenue",NA,10301,1,0,1,3210,1300,1910,"1","A1",535888,2023-10-10
"20776","statenisland","West New Brighton","01 One Family Dwellings","1",128,26,"A1","767 Brighton Avenue",NA,10301,1,0,1,4264,1332,1930,"1","A1",399500,2023-06-06
"20777","statenisland","West New Brighton","01 One Family Dwellings","1",128,44,"A1","416 Castleton Avenue",NA,10301,1,0,1,3399,1056,1920,"1","A1",309270,2023-12-07
"20778","statenisland","West New Brighton","01 One Family Dwellings","1",130,20,"A1","770 Brighton Avenue",NA,10301,1,0,1,3270,1476,1930,"1","A1",520000,2024-01-09
"20779","statenisland","West New Brighton","01 One Family Dwellings","1",131,66,"A1","75 Randall Avenue",NA,10301,1,0,1,4000,1270,1905,"1","A1",7e+05,2023-02-03
"20780","statenisland","West New Brighton","01 One Family Dwellings","1",132,263,"A1","77 Walbrooke Avenue",NA,10301,1,0,1,5000,1536,1935,"1","A1",840000,2023-07-06
"20781","statenisland","West New Brighton","01 One Family Dwellings","1",133,39,"A1","674 Castleton Avenue",NA,10301,1,0,1,2910,1425,1925,"1","A1",530000,2023-05-15
"20782","statenisland","West New Brighton","01 One Family Dwellings","1",139,34,"A1","256 Bard Avenue",NA,10310,1,0,1,11550,3347,1899,"1","A1",750000,2023-06-23
"20783","statenisland","West New Brighton","01 One Family Dwellings","1",139,78,"A1","271 Davis Avenue",NA,10310,1,0,1,2500,1436,1945,"1","A1",589000,2023-05-31
"20784","statenisland","West New Brighton","01 One Family Dwellings","1",140,42,"A1","312 Bard Avenue",NA,10310,1,0,1,17500,4636,1925,"1","A1",1180000,2023-04-18
"20785","statenisland","West New Brighton","01 One Family Dwellings","1",141,1,"A1","337 Davis Ave",NA,10310,1,0,1,3700,1393,1920,"1","A1",580000,2023-05-18
"20786","statenisland","West New Brighton","01 One Family Dwellings","1",146,27,"A1","471 Davis Avenue",NA,10310,1,0,1,5600,2380,1935,"1","A1",839000,2023-11-02
"20787","statenisland","West New Brighton","01 One Family Dwellings","1",151,21,"A1","274 Davis Avenue",NA,10310,1,0,1,5425,1430,1925,"1","A1",599000,2023-06-26
"20788","statenisland","West New Brighton","01 One Family Dwellings","1",153,28,"A1","412 Davis Avenue",NA,10310,1,0,1,3700,1536,1925,"1","A1",588880,2023-09-28
"20789","statenisland","West New Brighton","01 One Family Dwellings","1",154,51,"A1","417 Pelton Avenue",NA,10310,1,0,1,2325,1300,1915,"1","A1",450000,2023-08-16
"20790","statenisland","West New Brighton","01 One Family Dwellings","1",155,106,"A1","329 Oakland Avenue",NA,10310,1,0,1,9945,2844,1915,"1","A1",595000,2023-04-17
"20791","statenisland","West New Brighton","01 One Family Dwellings","1",155,131,"A2","450 Pelton Avenue",NA,10310,1,0,1,3864,1050,1955,"1","A2",640000,2023-10-17
"20792","statenisland","West New Brighton","01 One Family Dwellings","1",156,76,"A2","111 Regan Avenue",NA,10310,1,0,1,4004,816,1950,"1","A2",540000,2023-04-28
"20793","statenisland","West New Brighton","01 One Family Dwellings","1",158,124,"A1","166 Elm Street",NA,10310,1,0,1,7176,1360,1899,"1","A1",5e+05,2023-07-28
"20794","statenisland","West New Brighton","01 One Family Dwellings","1",159,29,"A1","236 Oakland Avenue",NA,10310,1,0,1,5750,2130,1910,"1","A1",750000,2023-05-16
"20795","statenisland","West New Brighton","01 One Family Dwellings","1",159,41,"A1","256 Oakland Avenue",NA,10310,1,0,1,5750,1641,1899,"1","A1",725000,2023-08-11
"20796","statenisland","West New Brighton","01 One Family Dwellings","1",161,3,"A5","656 Henderson Avenue",NA,10310,1,0,1,1898,1050,2004,"1","A5",167367,2023-03-16
"20797","statenisland","West New Brighton","01 One Family Dwellings","1",161,36,"A1","222 Elm Street",NA,10310,1,0,1,3500,1224,1920,"1","A1",195000,2023-02-10
"20798","statenisland","West New Brighton","01 One Family Dwellings","1",162,37,"A1","328 Oakland Avenue",NA,10310,1,0,1,6900,1924,1930,"1","A1",835000,2023-08-21
"20799","statenisland","West New Brighton","01 One Family Dwellings","1",167,8,"A2","431 North Burgher Avenue",NA,10310,1,0,1,4600,1520,1930,"1","A2",655000,2023-12-05
"20800","statenisland","West New Brighton","01 One Family Dwellings","1",175,45,"A1","14 Doe Place",NA,10310,1,0,1,2500,1080,1901,"1","A1",212500,2023-03-01
"20801","statenisland","West New Brighton","01 One Family Dwellings","1",177,79,"S1","1021 Castleton Avenue",NA,10310,1,1,2,2040,2000,1931,"1","S1",2650000,2023-08-30
"20802","statenisland","West New Brighton","01 One Family Dwellings","1",177,80,"S1","1023 Castleton Avenue",NA,10310,1,1,2,2040,2000,1920,"1","S1",2650000,2023-08-30
"20803","statenisland","West New Brighton","01 One Family Dwellings","1",180,51,"A1","354 North Burgher Avenue",NA,10310,1,0,1,4500,1194,1899,"1","A1",510000,2023-08-24
"20804","statenisland","West New Brighton","01 One Family Dwellings","1",180,77,"A2","45 Seneca Street",NA,10310,1,0,1,6250,1020,1945,"1","A2",6e+05,2023-10-26
"20805","statenisland","West New Brighton","01 One Family Dwellings","1",187,10,"A5","41 Alaska Street",NA,10310,1,0,1,1330,1008,2003,"1","A5",432900,2023-09-19
"20806","statenisland","West New Brighton","01 One Family Dwellings","1",187,60,"A1","22 Tompkins Court",NA,10310,1,0,1,5612,630,1930,"1","A1",405000,2023-03-22
"20807","statenisland","West New Brighton","01 One Family Dwellings","1",188,65,"A1","48 Alaska Street",NA,10310,1,0,1,2664,1350,1901,"1","A1",302907,2023-11-02
"20808","statenisland","West New Brighton","01 One Family Dwellings","1",196,24,"A1","145 Alaska Street",NA,10310,1,0,1,3275,1140,1920,"1","A1",439900,2023-08-24
"20809","statenisland","West New Brighton","01 One Family Dwellings","1",196,35,"A1","121 Alaska Street",NA,10310,1,0,1,2425,1140,1920,"1","A1",460000,2023-10-27
"20810","statenisland","West New Brighton","01 One Family Dwellings","1",197,27,"A1","59 Barker Street",NA,10310,1,0,1,2175,704,1899,"1","A1",221000,2023-06-14
"20811","statenisland","West New Brighton","01 One Family Dwellings","1",198,219,"A5","33 Paris Court",NA,10310,1,0,1,5250,1260,2003,"1","A5",538000,2023-11-16
"20812","statenisland","West New Brighton","01 One Family Dwellings","1",199,86,"B3","19 De Groot Place",NA,10310,2,0,2,3800,1776,1901,"1","A1",329550,2023-06-01
"20813","statenisland","West New Brighton","01 One Family Dwellings","1",200,4,"A1","105 Bodine Street",NA,10310,1,0,1,6000,1690,1901,"1","A1",445000,2023-02-17
"20814","statenisland","West New Brighton","01 One Family Dwellings","1",200,48,"A1","40 Dongan Street",NA,10310,1,0,1,6000,1991,1901,"1","A1",350000,2023-08-14
"20815","statenisland","West New Brighton","01 One Family Dwellings","1",201,55,"A1","88 Bodine Street",NA,10310,1,0,1,4305,1120,1901,"1","A1",536464,2023-10-31
"20816","statenisland","West New Brighton","01 One Family Dwellings","1",212,55,"A5","222 Taylor St",NA,10310,1,0,1,1833,1120,2000,"1","A5",538000,2023-04-04
"20817","statenisland","West New Brighton","01 One Family Dwellings","1",212,65,"A1","238 Taylor Street",NA,10310,1,0,1,3125,1436,2021,"1","A1",651274,2023-11-13
"20818","statenisland","West New Brighton","01 One Family Dwellings","1",219,43,"A1","566 Delafield Avenue",NA,10310,1,0,1,3500,1216,1901,"1","A1",385000,2023-09-27
"20819","statenisland","West New Brighton","01 One Family Dwellings","1",219,43,"A1","566 Delafield Avenue",NA,10310,1,0,1,3500,1216,1901,"1","A1",599000,2024-01-11
"20820","statenisland","West New Brighton","01 One Family Dwellings","1",221,60,"A1","106 Elizabeth Street",NA,10310,1,0,1,7500,1572,1910,"1","A1",45000,2023-10-05
"20821","statenisland","West New Brighton","01 One Family Dwellings","1",221,80,"A1","154 Elizabeth Street",NA,10310,1,0,1,3029,2292,2016,"1","A1",745000,2023-12-29
"20822","statenisland","West New Brighton","01 One Family Dwellings","1",222,19,"A5","319 Taylor Street",NA,10310,1,0,1,3919,1500,2003,"1","A5",460000,2024-01-10
"20823","statenisland","West New Brighton","01 One Family Dwellings","1",222,70,"A1","110 Roe Street",NA,10310,1,0,1,2955,2659,2022,"1","A1",763688,2023-09-14
"20824","statenisland","West New Brighton","01 One Family Dwellings","1",222,83,"A1","136 Roe Street",NA,10310,1,0,1,4800,1008,1910,"1","A1",375180,2023-06-15
"20825","statenisland","West New Brighton","01 One Family Dwellings","1",222,101,"A1","703 Delafield Avenue",NA,10310,1,0,1,2700,1544,1910,"1","A1",628000,2023-04-27
"20826","statenisland","West New Brighton","01 One Family Dwellings","1",223,6,"A1","439 Clove Road",NA,10310,1,0,1,10430,2128,1899,"1","A1",475000,2023-03-15
"20827","statenisland","West New Brighton","01 One Family Dwellings","1",223,15,"A1","421 Clove Road",NA,10310,1,0,1,7050,1224,1899,"1","A1",650000,2023-03-02
"20828","statenisland","West New Brighton","01 One Family Dwellings","1",223,45,"A1","359 Clove Road",NA,10310,1,0,1,4207,1704,1899,"1","A1",675000,2023-07-24
"20829","statenisland","West New Brighton","01 One Family Dwellings","1",223,97,"A1","324 Taylor Street",NA,10310,1,0,1,5550,1258,1899,"1","A1",480000,2023-09-14
